HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported
2,1,3874,2,20,2,0,0,0,0,0,3592,1
1,1,559,0,23,0,0,0,1115,0,0,5617,1
1,1,1366,0,27,0,0,0,0,1327,0,793,1
1,1,561,0,38,0,0,0,0,0,0,1693,1
0,1,5668,1,38,2,0,0,0,0,0,2277,1
2,0,3828,2,48,0,524,342,108,0,0,7143,1
2,0,3830,2,25,0,1018,1,183,1,0,7093,0
0,1,5670,1,25,0,0,0,0,0,0,2235,1
2,0,3831,2,24,0,594,37,941,0,0,3466,0
2,1,3831,2,69,0,0,0,0,0,0,3414,1
1,0,563,0,20,0,0,499,0,1327,878,2249,0
1,1,563,0,18,0,0,0,0,0,0,5256,1
0,1,5673,2,28,0,0,0,0,0,0,3377,0
0,0,1484,1,23,0,0,9,270,35,310,2469,1
2,0,1521,2,24,0,305,0,392,0,489,8173,0
1,0,565,3,44,0,0,876,125,912,826,1049,0
2,0,1485,2,29,0,667,0,28,114,41,6411,0
1,0,595,0,6,0,0,0,0,0,0,5268,1
1,0,595,2,42,0,41,976,0,985,43,300,0
0,1,5675,0,78,0,0,0,0,0,0,4480,0
0,0,3834,2,36,0,453,170,24,0,77,2900,0
1,0,6560,0,37,0,0,97,0,863,888,151,0
1,0,25,0,41,0,0,1481,2,1093,901,1968,1
0,0,5671,2,18,0,677,48,0,7,0,2762,0
2,0,3877,2,62,0,999,0,23,2,12,8076,0
2,0,3877,2,0,0,0,0,0,0,0,6641,1
2,0,3877,2,55,0,897,0,7,1,0,6025,0
0,1,5676,2,16,0,0,0,0,0,0,2651,1
0,0,3879,2,32,0,227,148,3,2,289,5368,0
0,0,3836,2,19,0,0,758,4,0,0,726,1
0,0,5672,0,7,0,0,0,0,0,1306,2402,1
0,0,5672,0,4,0,0,0,0,0,0,7614,1
1,1,1388,2,30,0,0,0,0,0,0,3494,1
1,1,566,0,24,0,0,0,0,0,0,1299,1
1,1,566,2,34,0,0,0,0,0,0,189,1
1,1,1026,2,30,0,0,0,0,0,0,6014,1
2,0,3881,2,3,0,0,0,0,0,0,1732,1
2,2,3881,2,32,0,0,0,0,0,0,7391,1
2,0,3881,2,55,0,349,0,733,0,0,8366,1
2,1,3881,2,0,0,0,0,0,0,0,943,1
1,0,6560,2,51,0,0,981,0,1062,39,1570,0
0,1,5677,1,0,0,0,0,0,0,0,6200,1
0,0,5677,2,21,0,700,0,0,1327,0,3846,0
0,0,5677,2,2,0,0,0,0,0,0,4067,0
0,0,1523,2,19,0,187,44,0,456,1,4268,0
2,1,3883,2,24,0,0,0,0,0,0,1894,1
2,0,3883,2,20,0,1142,0,95,0,0,7146,0
1,0,1525,2,42,0,2,1134,0,89,10,15,1
2,1,3884,2,17,0,0,0,0,0,0,5580,1
2,0,1487,2,32,0,492,0,136,0,523,4740,0
0,0,5680,2,28,0,141,8,465,0,74,4188,1
1,1,1027,0,21,0,0,0,0,0,0,7077,1
1,1,1027,0,56,1,0,0,0,0,0,7201,1
1,1,1023,0,28,0,0,0,0,0,0,5154,1
0,0,3838,2,42,0,10,272,12,0,409,1106,0
0,0,3841,2,18,0,834,0,0,865,189,5237,0
0,0,5678,2,24,0,19,520,0,26,0,3552,0
0,0,1489,2,20,0,419,20,16,0,237,2904,0
0,0,3890,2,22,0,26,0,0,0,601,3987,0
0,0,5681,2,22,0,98,0,46,525,0,4612,0
0,2,5683,1,21,0,0,0,1115,0,0,4980,0
0,0,5684,2,28,0,4,157,615,0,0,4819,1
1,1,1024,2,26,0,0,0,0,0,0,136,1
1,1,1024,0,50,0,0,0,0,0,0,385,1
1,0,1024,2,26,0,0,1423,0,1142,99,8473,0
1,0,1024,2,30,1,0,489,0,551,1034,8191,0
1,1,1024,2,29,0,0,0,0,0,0,2449,1
0,0,5688,2,8,0,0,0,0,0,0,4234,0
0,0,5688,2,45,0,351,142,263,0,0,1055,0
0,1,5688,1,35,0,0,0,0,0,0,4506,1
0,0,3843,1,18,0,9,348,0,194,7,53,0
0,0,5679,2,23,0,0,116,0,473,126,1341,0
2,0,1368,2,29,1,646,0,0,58,0,1896,0
2,0,1368,2,18,0,814,9,1052,0,0,1771,0
0,0,5690,2,28,0,647,2,13,0,62,7608,0
1,1,596,2,34,0,0,0,0,0,0,5950,1
2,0,3892,0,0,0,0,0,0,0,0,4962,1
2,2,3892,2,4,0,0,0,0,0,0,928,1
2,0,1370,2,28,0,731,61,0,53,4,6581,0
2,0,3892,2,8,0,0,0,0,0,0,7843,1
2,0,1372,2,20,0,59,0,934,934,0,6328,0
2,1,3894,2,20,0,0,0,0,0,0,1498,1
2,1,3847,2,25,0,0,0,0,0,0,8125,1
3,0,3847,0,31,0,763,7,836,0,566,6277,0
2,0,3895,2,37,0,27,0,814,0,843,917,0
0,1,6560,2,21,0,0,0,0,0,0,3868,0
2,1,3897,2,24,0,0,0,0,0,0,6632,1
2,1,1492,2,34,0,0,0,0,0,0,6028,0
2,0,1492,0,0,0,0,0,0,0,0,687,1
2,1,1492,2,25,0,0,0,0,0,0,7922,0
2,1,1390,0,43,0,0,0,0,0,0,7996,1
0,0,3899,2,80,0,711,0,0,0,1,3201,0
0,0,3899,2,45,0,10,16,660,73,1306,1823,0
1,1,597,2,63,0,0,0,0,0,0,3929,1
1,1,597,2,17,0,0,0,0,0,0,8439,1
1,0,597,0,35,0,0,871,2,386,453,3790,1
1,0,597,2,12,0,0,0,0,0,0,102,1
0,1,5682,1,80,0,0,0,0,0,0,7954,1
0,2,3906,2,17,0,0,473,0,0,208,3484,0
0,0,5694,1,32,0,59,0,402,0,0,8399,0
3,1,1494,2,23,0,0,0,0,0,0,6522,1
0,0,3851,0,17,0,1078,0,0,0,0,2588,0
0,0,3853,0,34,0,417,0,13,55,0,7546,0
0,0,3907,2,15,0,0,0,704,3,1306,600,0
0,1,5696,2,14,0,0,0,0,0,0,6175,1
0,0,1498,2,22,0,0,1,253,0,854,4599,0
0,0,3908,2,19,0,221,0,409,0,5,7480,0
0,0,3909,1,40,2,0,212,5,394,1,4021,0
1,1,27,0,25,0,0,0,0,0,0,3527,1
1,0,27,0,51,0,0,6,0,1012,67,6808,0
0,0,5698,2,22,0,91,6,0,17,570,6981,0
2,1,3911,0,50,0,0,0,0,0,0,6956,1
0,0,5699,0,26,0,0,0,0,0,1306,3851,0
2,1,3857,2,39,0,0,0,0,0,1306,672,1
2,0,1374,2,18,0,1046,0,29,72,1306,6021,1
0,0,5685,2,22,0,1273,0,135,549,1306,4022,0
0,0,1529,2,26,0,0,29,0,624,0,3301,0
0,0,3860,2,19,0,0,0,0,0,757,3800,0
0,1,5689,1,16,0,0,0,0,0,0,4665,0
3,0,5703,2,24,0,0,0,17,0,644,8046,0
0,0,3862,1,34,0,120,0,6,606,0,7605,0
1,0,1029,2,55,0,0,624,915,3,847,411,1
1,0,1029,2,42,0,3,1018,0,1305,1068,7441,0
1,1,1029,2,14,0,0,0,0,0,0,5349,1
1,0,1029,0,28,0,0,1136,0,678,1020,5503,1
1,1,1029,0,26,0,0,0,0,0,0,5557,1
1,0,569,0,33,0,0,260,963,581,1245,3662,0
0,0,3914,2,24,0,0,0,0,522,68,4199,0
0,0,5691,2,23,0,415,281,0,6,0,322,0
2,0,1376,2,16,0,46,0,992,0,560,7409,0
0,1,5704,2,36,0,0,0,0,0,0,765,0
1,1,153,0,44,0,0,0,0,0,0,6893,1
0,0,3865,2,22,0,0,0,556,0,32,8113,1
0,1,5692,2,30,0,0,0,0,0,0,1062,0
0,0,3866,2,20,0,0,27,1,562,1,6603,0
0,0,3916,2,21,2,320,765,654,129,0,1983,0
2,0,1531,2,14,0,1273,0,0,0,0,5149,1
0,0,3918,2,27,0,0,0,1115,2,812,1638,0
0,0,3867,2,19,0,1,4,0,615,3,4857,0
0,1,5693,2,21,0,0,0,0,0,0,939,1
2,0,3919,0,80,0,1015,4,739,0,0,3335,0
0,0,3920,0,13,0,0,0,0,4,659,6195,1
2,1,1533,1,71,0,0,0,0,0,0,4763,1
2,1,1534,2,28,0,0,0,0,0,0,6484,0
2,0,1534,0,18,0,1048,0,243,0,0,307,0
0,0,3869,0,23,0,29,34,1,1094,0,4145,0
0,0,5695,0,34,0,0,324,0,87,223,50,0
0,0,5706,2,20,0,4,604,0,15,0,3386,0
0,0,3923,0,17,0,0,33,0,56,583,502,0
0,0,3924,1,21,0,752,0,205,8,86,4996,0
1,0,1031,2,33,0,0,897,1081,0,880,6523,1
1,0,570,0,34,0,1211,807,971,90,0,3675,1
1,0,1394,2,51,0,0,271,0,849,554,2638,0
0,0,3871,2,21,0,0,523,0,10,0,3289,1
0,1,5697,2,80,0,0,0,0,0,0,6163,0
0,0,5709,2,31,0,699,0,0,8,0,1112,0
1,0,48,2,36,0,2,812,0,4,0,8417,1
1,0,572,2,39,0,0,1394,0,1316,902,5889,0
0,0,5710,2,26,0,702,0,0,0,21,4999,0
0,0,3926,2,51,0,0,837,0,43,0,1550,1
3,0,3927,2,24,0,13,181,0,0,495,2835,0
0,0,1536,0,27,0,303,101,114,156,0,2538,1
0,0,3929,2,31,0,0,225,1,464,0,3479,0
0,0,6560,2,24,0,0,0,21,0,572,6868,0
1,0,29,2,57,0,0,884,0,72,871,4746,0
1,0,29,0,36,1,11,77,0,203,973,4137,0
1,0,29,2,55,0,0,644,0,248,997,1577,0
1,1,29,0,80,0,0,0,0,0,0,5646,0
2,0,1537,2,18,0,737,0,4,4,0,3947,0
2,0,1395,2,27,2,1054,397,4,0,0,6117,0
1,0,1028,2,50,0,0,1096,0,150,951,7065,0
0,0,3875,2,24,0,45,132,1,0,450,2127,0
0,1,5700,1,20,0,0,0,0,0,0,1846,1
0,1,5712,2,24,0,0,0,0,0,0,5674,1
0,0,5701,2,18,0,0,481,0,0,10,6561,0
0,0,3876,2,44,0,846,1,316,0,0,251,0
1,1,156,0,27,0,0,0,0,0,0,166,1
1,0,157,2,58,0,820,919,0,187,433,8448,1
1,1,157,1,29,0,0,0,0,0,0,5649,1
0,0,3878,1,23,0,3,431,37,0,12,6152,1
2,1,3880,2,3,0,0,0,0,0,0,6272,1
2,0,3880,2,0,0,0,0,0,0,0,6558,1
2,0,3880,3,33,0,316,0,340,927,0,6467,0
2,0,3880,2,12,2,0,0,0,0,0,8367,1
1,1,160,2,44,0,0,0,0,0,0,5746,1
0,1,5713,2,20,0,0,0,0,0,0,7482,1
0,0,3933,0,59,2,251,949,0,0,12,5377,0
0,0,5705,2,18,0,128,0,13,184,470,3098,0
1,1,162,2,72,0,0,0,0,0,0,6403,1
0,0,5715,1,23,0,167,1047,1,30,736,3013,0
0,0,5715,2,11,0,0,0,0,0,0,6475,0
0,1,5715,2,1,0,0,0,0,0,0,5995,1
0,0,3936,1,25,0,21,569,55,0,4,4387,0
2,1,1396,0,25,0,0,0,0,0,0,3150,1
1,1,1033,2,24,0,0,0,0,0,0,1266,1
1,0,1033,2,54,0,0,1362,0,0,710,2058,1
2,1,3937,0,17,0,0,0,0,0,0,7396,1
2,0,3937,2,48,0,857,0,38,48,0,5285,0
0,0,3939,2,40,0,0,0,327,255,0,3803,0
0,1,5718,2,2,0,0,0,0,0,0,4705,0
0,0,3882,2,32,0,0,9,11,643,63,7246,0
0,1,5707,2,15,0,0,0,0,0,0,4391,1
3,1,5708,2,52,0,0,0,0,0,0,6734,1
0,0,3885,2,16,0,0,754,0,938,130,1451,0
0,1,5708,2,16,0,0,1507,0,0,0,2575,1
0,1,5711,0,16,2,0,0,0,0,0,5679,1
0,0,5711,0,6,0,0,0,0,0,0,4338,0
2,0,3940,2,10,0,0,0,0,0,0,2553,1
2,0,1380,2,27,1,1009,4,24,0,0,5355,0
1,0,601,0,45,0,0,555,0,263,826,5862,1
1,0,601,2,26,0,1130,947,0,0,1072,3324,0
2,0,1539,2,29,0,790,0,0,0,0,7910,0
0,1,5719,1,38,0,0,0,0,1327,0,3875,1
0,0,1501,2,19,0,1,137,0,241,107,3213,1
2,0,1503,2,43,0,401,0,131,2,569,4148,0
0,0,3886,2,15,0,601,0,2,0,11,5907,0
2,0,3941,3,31,0,966,0,285,0,0,4954,0
2,0,3942,2,52,0,612,0,322,5,0,675,0
2,2,3943,2,49,2,0,0,0,0,0,7313,1
0,0,3887,0,29,0,140,431,0,0,0,4707,1
0,0,3945,2,18,2,493,0,0,173,11,7714,1
2,1,3889,3,41,0,0,0,0,0,0,6211,1
0,0,5722,2,9,0,0,0,0,0,0,4203,0
0,1,5722,1,80,0,0,0,0,0,0,6070,0
0,0,1504,2,58,0,0,80,0,623,0,7634,1
0,0,1540,1,39,0,0,0,0,0,706,8124,0
0,0,1505,2,13,0,718,1,0,74,0,3773,0
1,1,574,0,36,0,0,0,0,0,0,1045,1
2,0,3947,0,23,0,239,0,0,706,0,3589,0
0,1,5724,1,24,0,1273,0,0,0,0,2222,1
0,0,1507,2,33,0,0,0,166,14,658,4055,0
0,2,5714,2,18,0,0,0,0,0,0,5404,0
0,1,5714,2,2,0,0,0,0,0,0,8473,0
0,1,5714,2,0,0,0,0,0,0,0,1720,1
0,0,5716,2,36,0,512,0,243,0,0,1235,0
0,0,5716,0,15,0,240,0,10,174,0,6159,0
0,0,1508,2,31,0,91,578,0,0,12,7176,1
0,0,1541,2,42,0,0,0,205,160,810,6438,1
2,0,3891,2,27,0,963,1,0,0,0,1424,0
0,0,3893,2,36,0,121,3,1115,7,0,3845,1
0,0,5720,2,0,0,0,0,0,0,0,6428,0
0,1,5720,2,3,0,0,0,0,0,0,2414,0
0,0,3949,1,22,0,0,639,186,0,1306,5005,0
0,0,5721,2,56,0,0,934,0,96,0,6080,0
0,0,5723,2,23,0,0,0,0,622,0,6138,0
2,0,1398,2,25,0,286,2,537,92,0,8272,0
0,0,3952,2,29,0,3,0,3,0,573,1925,0
0,0,3952,2,17,0,0,779,31,0,0,2013,0
0,0,3952,2,13,0,353,4,0,0,467,240,0
2,0,1382,2,35,2,1124,0,364,1327,0,3456,1
2,1,3954,0,53,0,1273,0,0,0,0,8383,1
0,0,3957,2,24,0,14,540,0,0,0,2560,0
0,1,5726,2,38,0,0,0,0,0,0,5322,0
1,1,1383,0,21,0,0,0,0,0,0,458,1
1,0,1383,0,29,0,2,8,0,1097,152,3225,0
0,0,5728,2,46,0,0,0,938,52,8,5708,1
1,1,604,2,58,0,1273,0,0,0,0,8143,1
0,0,1544,1,53,0,0,1,0,188,423,5126,1
0,0,3896,0,21,0,13,1507,798,64,1,7268,0
0,1,5729,1,27,0,0,0,0,0,0,3728,0
0,1,5733,2,31,0,0,0,0,0,0,4020,0
1,1,576,0,23,2,0,0,0,0,0,771,1
1,0,576,0,41,0,0,286,1088,836,51,1692,0
1,0,576,2,29,0,3,695,0,552,599,4122,0
1,0,576,0,54,0,0,37,0,1217,0,7507,0
1,0,576,0,43,0,0,1454,547,10,247,8418,1
0,1,5725,1,36,0,0,0,0,0,0,2437,1
0,0,1510,2,48,0,633,85,0,0,1,2115,1
1,0,606,2,34,0,10,1355,15,3,0,3265,1
1,0,606,2,42,0,0,614,0,1070,555,1276,0
0,0,3898,0,17,0,0,0,0,691,0,8473,0
0,0,3960,2,22,0,0,0,0,0,853,8037,0
1,0,31,2,37,0,6,362,1115,54,1096,3161,0
1,1,31,0,38,0,0,0,0,0,0,5486,1
0,0,5727,2,21,0,3,0,0,703,0,3995,0
3,1,5727,1,23,0,0,0,0,0,0,7172,1
1,0,578,2,27,0,1,585,0,1314,1137,7527,0
0,0,3961,2,23,0,18,1082,0,0,120,2926,1
0,0,3963,2,19,0,0,0,330,252,0,316,0
2,0,1400,2,28,0,738,0,64,164,0,1262,0
0,0,1513,2,33,0,0,0,152,22,664,6477,0
0,1,5735,1,24,0,0,0,0,0,0,1987,0
0,1,5735,2,0,0,0,0,0,0,0,8240,1
0,1,5737,2,41,0,0,0,0,0,0,2280,1
0,1,5738,2,19,0,0,0,0,0,0,6081,0
0,0,3900,2,44,0,0,0,0,0,688,1716,0
2,0,3901,0,43,0,646,0,342,117,0,3911,1
0,1,5730,2,14,0,0,0,0,0,0,7655,1
3,1,5740,1,18,0,0,0,0,0,0,3120,1
3,0,3964,2,25,0,226,0,728,0,12,6957,0
2,0,3966,2,0,0,0,0,0,0,0,4768,1
2,1,3966,0,4,0,0,0,0,0,0,1941,1
2,0,3966,2,24,0,161,0,760,2,0,8288,1
0,0,3968,2,38,0,77,160,0,0,403,7228,0
0,1,5743,2,44,0,0,0,0,0,0,7943,1
0,1,5745,0,57,0,0,0,0,0,0,1309,1
3,1,5734,0,3,0,0,0,1115,0,0,6145,1
0,2,5734,2,5,2,0,0,0,0,1306,6833,0
0,1,5734,0,3,0,0,1507,0,0,0,6541,1
0,1,5734,3,18,0,0,0,0,0,0,597,1
3,1,5734,2,8,0,0,0,0,0,0,5480,0
2,1,3970,2,21,0,0,0,0,0,0,7139,1
1,1,607,0,35,0,0,0,0,0,0,7003,1
2,2,3902,2,47,0,0,0,0,0,0,6335,1
1,0,1030,0,28,0,979,197,0,18,1099,7581,0
1,0,1030,2,49,0,20,1388,169,1144,1062,7597,0
1,0,1386,2,23,0,0,632,0,421,894,8266,1
1,0,1386,2,19,0,0,1,0,1012,55,5891,0
0,0,1515,2,34,0,0,230,23,0,437,8473,0
1,0,608,2,40,1,0,11,0,1027,838,1267,1
1,0,33,0,26,1,0,176,1115,455,1200,6806,0
0,0,3971,1,23,0,0,0,1115,3,978,6971,0
2,0,1517,2,22,0,0,0,0,0,0,8280,0
1,0,609,2,51,0,1,1244,0,143,0,21,1
0,0,3905,0,44,0,548,0,0,0,20,4156,0
2,0,1518,2,50,0,313,0,544,0,0,685,0
0,1,5736,2,28,0,0,0,0,0,0,5318,1
0,1,5753,2,13,0,0,0,0,0,0,7688,1
0,0,5755,3,21,0,33,121,0,398,0,3574,0
0,0,3910,2,20,0,56,579,109,0,0,5058,1
0,0,3975,0,14,0,0,1507,14,567,657,6240,0
1,0,610,0,38,0,0,674,0,1327,1168,2448,0
0,0,3912,1,29,0,517,1507,0,40,0,3707,0
1,1,611,2,36,0,0,0,0,0,0,4049,1
1,1,611,2,16,0,0,0,0,0,0,5543,1
1,1,611,2,40,0,0,1507,0,0,0,2302,1
1,1,1032,0,80,0,0,0,0,0,0,5888,1
0,0,3913,1,18,0,150,22,76,766,0,3979,1
0,0,3915,2,17,0,5,578,0,0,0,2917,1
2,1,1548,2,32,0,0,0,0,0,0,1960,1
0,0,5756,2,27,0,0,2,49,0,650,7659,0
2,0,1389,2,34,0,1173,23,7,0,81,3437,0
2,0,1389,2,53,0,434,0,384,0,0,3686,1
1,1,615,2,36,1,0,0,0,0,0,3642,1
2,0,1391,2,41,0,71,0,928,31,0,7141,0
2,0,1519,2,51,0,660,4,91,38,0,7870,0
0,1,5757,1,61,0,0,0,0,0,0,648,1
0,0,5739,2,59,0,0,0,1,721,1,5836,1
1,1,580,2,17,0,0,0,0,1327,0,48,1
1,1,580,2,27,0,0,0,0,0,0,6904,1
0,0,5741,1,57,0,0,863,0,30,301,4434,1
2,0,1550,0,39,0,1100,1507,23,0,0,345,0
1,1,164,0,55,0,0,0,0,0,0,8460,1
0,0,5742,2,42,0,169,506,0,0,23,569,0
0,0,3977,2,36,0,359,40,7,311,0,1099,0
2,0,3979,2,42,0,44,0,1078,0,9,3554,1
0,1,5759,1,32,0,0,0,0,0,0,5204,0
0,0,5744,0,6,0,0,0,0,0,0,8103,0
0,1,5746,2,15,0,0,0,0,0,0,1817,0
0,0,3981,2,28,0,0,90,850,0,0,1334,1
2,0,1393,2,37,0,719,0,0,1327,0,1860,0
0,0,5747,2,44,0,0,0,616,62,3,3173,0
2,0,3983,2,71,1,712,0,944,0,0,4546,0
1,0,581,2,44,0,0,306,0,3,1124,4136,0
1,1,581,2,36,0,0,0,0,0,0,7350,1
0,0,5749,2,18,0,4,678,0,0,1,3382,0
0,0,5761,1,3,0,0,0,0,0,0,3362,1
0,1,5761,0,12,0,0,0,0,0,0,1074,0
0,1,5761,0,0,0,0,0,0,0,0,7047,1
0,0,3984,2,29,0,0,822,0,0,0,4664,0
0,0,5761,2,9,0,0,0,0,0,0,8324,0
0,0,5765,0,27,0,556,276,640,0,19,7998,0
0,0,3986,1,24,0,0,0,385,232,1,4001,0
0,0,5750,2,38,0,1,0,266,0,472,3604,1
2,0,3991,2,28,0,437,0,0,737,0,5709,0
2,1,6560,2,26,0,0,0,0,0,0,1942,1
0,0,3993,2,16,0,0,20,0,280,563,4241,0
0,0,3993,1,24,0,1273,2,25,1327,582,5050,1
0,0,5767,2,33,0,121,581,0,0,0,5188,0
0,0,5751,0,24,0,414,0,1115,0,0,5042,0
0,0,5752,3,29,0,1,0,131,103,486,5309,0
0,0,3921,2,25,0,0,9,994,0,5,6162,1
0,0,5754,3,0,0,0,0,0,0,0,5959,0
3,0,3922,2,13,0,533,2,0,121,140,1039,0
0,1,5769,0,7,0,0,0,0,0,0,2528,0
0,0,3995,1,32,0,0,0,610,0,0,1605,0
2,1,1522,2,34,0,0,0,0,0,0,1008,0
2,0,3996,2,49,0,21,25,904,0,753,6192,0
2,0,1402,2,43,0,13,1008,288,0,243,7132,1
2,0,3925,2,0,0,0,0,0,0,0,7180,1
2,1,3925,2,6,0,1273,0,0,0,0,7319,1
0,0,3998,2,23,0,0,170,474,0,0,4414,1
2,0,4001,2,43,0,301,11,655,15,0,1778,1
2,1,4001,0,23,0,0,0,0,0,0,3415,1
2,0,6560,2,43,0,665,25,456,106,0,4547,0
2,1,4006,0,41,0,0,0,0,0,0,1589,1
1,0,587,0,54,1,0,998,2,19,925,5492,0
1,1,587,2,51,0,0,0,1115,0,0,6267,1
1,1,587,2,44,0,0,0,0,0,0,3400,1
0,1,5758,1,48,0,0,0,0,0,0,111,1
0,0,5771,2,45,0,1273,9,0,689,16,1554,0
0,0,3928,1,20,0,0,528,0,0,0,80,0
1,0,6557,2,33,0,0,28,0,1274,460,8473,0
0,0,5760,2,21,0,15,30,11,2,342,4349,0
1,1,600,2,68,0,0,0,0,0,0,7418,1
0,0,4008,1,23,0,5,277,328,7,0,5463,1
0,0,5775,2,16,2,24,0,13,586,0,1917,0
0,0,3930,2,35,0,190,44,96,30,433,7478,0
0,1,5777,2,22,0,0,0,0,0,0,324,0
0,0,3931,2,51,0,205,3,16,474,0,5589,0
0,0,5762,1,2,0,1273,0,0,0,0,2855,0
0,1,5762,0,29,0,0,0,0,0,0,7214,0
0,0,5762,2,0,0,0,0,0,0,0,7607,1
0,1,5779,0,39,0,0,0,0,0,0,4236,1
1,0,618,2,55,0,0,984,76,479,756,7437,1
0,1,5783,2,22,0,0,0,0,1327,0,3064,0
0,0,4010,2,20,0,282,0,334,0,5,4838,0
3,0,1524,0,25,0,0,495,0,2,0,2568,1
0,0,4012,0,18,0,224,0,100,0,281,4595,1
0,0,5766,1,28,0,3,135,0,0,943,7787,0
0,0,3934,2,26,0,1039,0,4,106,809,5590,0
0,0,4015,1,28,0,1,0,738,505,0,8473,0
0,0,3935,2,54,0,1273,1507,0,0,0,3483,0
0,0,4016,2,56,0,0,54,0,593,0,2933,0
2,0,1527,2,25,0,872,0,130,0,0,1798,0
1,0,50,2,26,0,1090,1433,0,254,532,4116,0
0,0,4018,2,14,0,0,0,589,244,3,487,0
0,0,1528,2,21,0,2,346,295,0,84,2153,1
0,1,5786,2,43,0,0,1507,0,0,0,2938,1
0,0,5788,3,37,0,211,0,32,38,439,6751,0
0,0,6560,2,80,0,596,80,6,1327,1,2463,0
1,0,6559,2,38,0,0,1148,0,26,3,6203,1
0,0,1530,2,14,0,0,1,891,0,184,2098,1
0,2,3938,1,20,0,0,0,484,0,10,2582,0
1,0,589,2,33,0,0,0,0,0,0,6807,0
1,1,170,0,33,0,0,0,0,0,0,7495,1
0,0,1532,2,13,0,0,0,31,0,658,5275,1
1,0,1404,2,37,0,0,195,0,1185,0,7579,0
2,0,1553,2,15,0,1251,0,1043,0,861,7397,0
1,0,51,0,33,0,342,804,7,287,1194,8348,0
0,1,5768,1,24,0,0,0,0,0,0,3343,1
3,0,3944,1,49,0,0,1507,0,156,449,2365,0
0,0,3946,2,24,0,885,6,1115,120,581,5918,0
0,0,1555,2,24,0,169,0,14,0,505,1529,0
1,1,590,0,26,0,0,0,0,0,0,5632,1
1,1,590,0,40,0,0,0,0,0,0,5347,1
0,0,4021,0,31,0,0,478,2,4,22,8473,0
1,0,620,3,47,0,0,1342,0,121,269,2324,1
0,0,4023,2,19,0,593,0,0,0,1,7686,0
1,0,602,0,38,1,0,905,0,370,1176,6232,0
1,0,602,0,33,0,0,723,1024,1327,29,2326,1
1,1,622,2,45,0,0,0,0,0,0,577,1
0,1,5770,2,1,0,0,0,0,0,0,1494,1
0,0,3948,2,32,0,0,53,0,609,0,7732,0
2,1,3950,2,70,0,0,0,0,0,0,7316,1
0,0,5772,1,19,0,23,0,0,0,600,6426,0
2,1,1535,1,55,0,0,0,0,0,0,1175,1
1,0,592,2,48,0,0,1431,0,1280,83,4749,0
0,0,5773,2,66,0,850,1,1115,6,0,7703,0
3,0,4025,2,13,0,1273,235,0,200,358,5730,0
1,0,624,0,40,0,82,851,0,318,1235,213,0
0,0,1556,2,35,0,0,867,0,111,74,2384,1
0,0,4028,2,32,0,0,49,2,524,0,7980,0
2,0,1538,2,51,0,997,0,224,153,64,8369,0
1,0,171,2,37,0,0,200,0,1243,1119,7488,0
0,0,5774,2,31,0,431,1,277,60,4,2166,0
0,0,3951,2,37,0,500,0,6,0,928,1161,0
1,0,603,2,38,0,0,1170,252,2,1129,579,0
1,0,603,0,19,0,0,292,0,1121,278,3634,0
2,1,4030,2,33,0,0,0,0,0,0,6118,1
0,0,4032,2,19,0,0,0,952,180,0,4447,1
0,0,5776,2,31,0,2,602,0,125,9,8473,1
0,0,5776,2,43,0,45,8,0,499,44,7230,0
0,1,5792,2,22,0,0,0,0,0,0,766,0
0,1,5794,2,24,0,0,0,0,0,0,7837,0
1,0,605,0,21,0,0,664,81,326,960,3261,0
1,2,605,2,14,0,0,0,0,0,0,1659,1
1,0,594,0,30,0,588,1076,0,48,964,1619,1
1,1,594,2,22,0,0,0,0,0,0,8254,1
0,0,5778,2,11,0,0,0,0,0,0,6516,0
0,1,5778,2,4,0,0,0,0,0,0,5084,0
0,0,5778,2,0,0,0,0,0,0,0,552,0
0,0,3953,2,30,0,406,12,25,527,258,6656,0
0,0,5780,1,21,0,0,27,831,0,436,3719,0
1,0,6560,2,40,0,0,0,0,0,0,2436,0
0,0,4034,1,57,0,424,0,1,172,0,6193,0
2,0,3955,2,35,2,872,0,0,0,0,1789,0
1,0,53,2,32,0,0,0,0,0,0,39,0
2,0,3956,2,32,0,1153,0,2,5,0,5977,0
0,0,3958,2,30,0,0,0,277,0,377,5412,0
0,0,4036,2,69,0,473,133,0,0,0,4475,0
0,1,5782,2,21,0,0,0,0,0,0,3798,0
2,1,1543,1,17,0,0,1507,0,0,0,4144,1
2,0,1543,2,16,0,763,0,6,48,0,8078,0
2,1,1559,2,25,0,0,0,0,1327,0,5659,0
1,0,1545,2,25,0,981,1042,745,1,254,7111,1
1,0,6560,0,52,0,0,2,0,1309,658,99,0
0,0,3959,2,13,0,474,75,0,285,5,1604,0
0,0,4037,2,37,0,804,0,0,41,0,4030,0
2,0,3962,2,13,0,614,2,2,1327,0,6728,0
2,0,1405,2,45,0,1198,0,10,0,0,2444,0
2,2,1560,2,55,0,0,0,0,0,0,7810,0
0,0,4038,2,22,0,543,0,0,65,0,5439,0
0,0,5797,2,39,0,0,0,0,953,72,6657,0
2,0,1406,2,35,0,597,0,31,0,36,3902,0
0,1,5798,1,19,0,0,0,0,0,0,4296,1
0,1,5798,2,7,0,0,0,0,0,0,4358,1
